Close,SMA14,SMA50,SMA14IND,SMA50IND,Bulls,CCI,DM,OSMA,RSI,Stoch,Decision
1.29073,1.28358,1.28943,0.00039,-0.00007,0,-40,0.1,0.0005,0,0,BUY
1.29128,1.28403,1.28935,0.00045,-0.00008,0,-20,-0.1,0,10,0,WAIT
1.29167,1.28447,1.28927,0.00043,-0.00008,0.0005,0,0,0,0,-10,SELL
1.29247,1.28481,1.28919,0.00035,-0.00007,-0.001,-20,0.1,0,0,0,SELL
1.29209,1.28547,1.28912,0.00066,-0.00008,-0.0015,-20,0.1,0,0,-20,WAIT
1.29051,1.28614,1.28904,0.00067,-0.00008,-0.00045,-20,0,-0.0005,-10,-10,STRONGBUY
1.29025,1.28686,1.28894,0.00072,-0.00009,-0.00205,0,0,-0.0005,0,-20,STRONGBUY
1.29191,1.28761,1.28889,0.00075,-0.00005,0.0025,20,0,0,0,0,STRONGBUY
1.29504,1.28851,1.28887,0.00090,-0.00002,0.0015,60,0.1,0,10,20,STRONGBUY
1.30599,1.28959,1.28891,0.00108,0.00004,0.00675,60,0,0.001,10,30,WAIT
1.30612,1.29137,1.28922,0.00177,0.00031,0,0,0,0.0005,0,10,SELL
1.30743,1.29317,1.28940,0.00181,0.00018,0,-20,0,0,0,0,STRONGSELL
1.30537,1.29464,1.28962,0.00147,0.00022,0,-60,0,0,0,0,STRONGBUY
1.30389,1.29584,1.28983,0.00120,0.00021,-0.00475,-40,-0.1,0,-10,-10,BUY
1.30357,1.29677,1.29001,0.00092,0.00019,-0.002,-20,-0.1,-0.0005,0,-10,WAIT
1.30864,1.29769,1.29019,0.00092,0.00017,0.0035,40,0.1,0,10,-10,STRONGSELL
1.30494,1.29893,1.29050,0.00124,0.00031,0.00325,-40,0,-0.0005,-10,-10,BUY
1.30305,1.29987,1.29067,0.00095,0.00017,-0.00775,-20,0,-0.001,0,-10,STRONGBUY
1.303,1.30063,1.29087,0.00076,0.00020,-0.00096,-20,0,-0.0005,0,-20,WAIT
1.30659,1.30141,1.29105,0.00078,0.00018,0.00296,60,0.1,0,0,0,SELL
1.30864,1.30256,1.29131,0.00115,0.00026,0,20,0,0,0,20,STRONGSELL
1.30366,1.30387,1.29162,0.00131,0.00031,-0.001,-120,0,0,-10,0,WAIT
1.30371,1.30471,1.29190,0.00084,0.00027,-0.005,-40,-0.1,-0.0005,0,-10,SELL
1.30363,1.30533,1.29219,0.00062,0.00029,0.001,0,-0.1,0,0,-20,STRONGSELL
1.30332,1.30516,1.29256,-0.00017,0.00037,-0.001,0,0,0,0,0,STRONGBUY
1.30182,1.30496,1.29291,-0.00020,0.00035,0.0015,-40,0,-0.0005,0,0,STRONGBUY
1.29934,1.30456,1.29321,-0.00040,0.00030,-0.002,-80,-0.1,0,-10,0,STRONGBUY
1.30672,1.30413,1.29348,-0.00043,0.00026,0.0045,280,0.1,0,20,30,WAIT
1.30526,1.30433,1.29392,0.00020,0.00044,nan,-60,0,0.0005,-10,20,BUY
1.3067,1.30445,1.29427,0.00012,0.00035,-0.00013,60,0,0,0,20,WAIT
1.30701,1.30431,1.29463,-0.00014,0.00036,-0.00099,0,-0.1,0.0005,0,0,BUY
1.30807,1.30446,1.29498,0.00015,0.00036,0.0025,0,0.1,0,10,0,BUY
1.30658,1.30482,1.29535,0.00036,0.00037,-0.001,-40,0,0,-10,-10,STRONGBUY
1.30821,1.30508,1.29565,0.00026,0.00030,0,40,-0.1,0.0005,10,-10,STRONGBUY
1.30952,1.30519,1.29605,0.00012,0.00039,0.001,40,0,0,0,0,STRONGBUY
1.31287,1.30525,1.29645,0.00006,0.00040,0.0025,40,0.1,0,0,10,STRONGBUY
1.31285,1.30591,1.29700,0.00066,0.00055,-0.0005,-20,0,0.0005,0,0,STRONGBUY
1.31813,1.30656,1.29756,0.00065,0.00057,0.0025,40,0.1,0,10,10,STRONGBUY
1.31802,1.30760,1.29822,0.00104,0.00066,0.00275,-40,0,0.0005,0,-10,STRONGBUY
1.32508,1.30865,1.29885,0.00105,0.00062,0.005,40,0,0.0005,0,10,WAIT
1.32496,1.31031,1.29968,0.00166,0.00084,-0.005,-40,0.1,0,0,-10,STRONGBUY
1.32479,1.31214,1.30053,0.00183,0.00084,0,-20,0,0,0,0,STRONGBUY
1.32466,1.31343,1.30141,0.00129,0.00089,-0.00375,-40,-0.1,0,0,0,STRONGBUY
1.32808,1.31482,1.30231,0.00139,0.00090,0.00375,20,0,0,10,10,BUY
nan,1.31635,1.30329,0.00153,0.00098,0,20,0.1,0,0,0,WAIT
1.3301,1.31809,1.30432,0.00174,0.00103,0,-40,0,-0.0005,-10,-10,WAIT
1.33062,1.31966,1.30530,0.00157,0.00098,-0.00375,0,0,0,0,-10,WAIT
1.33107,1.32138,1.30629,0.00172,0.00100,-0.0005,0,0,-0.0005,0,0,SELL
1.33046,1.32301,1.30718,0.00163,0.00088,-0.0015,-20,0,0,0,-10,STRONGSELL
1.33005,1.32451,1.30802,0.00150,0.00084,-0.001,0,-0.1,-0.0005,0,0,STRONGSELL
1.32845,1.32574,1.30880,0.00123,0.00078,0.0005,-40,0,-0.0005,0,-20,SELL
1.32647,1.32685,1.30955,0.00111,0.00075,-0.0005,-60,-0.1,-0.0005,-10,-10,WAIT
1.32607,1.32745,1.31026,0.00060,0.00070,-0.004,-20.05,0,-0.0005,0,-10,SELL
1.32634,1.32802,1.31094,0.00058,0.00069,-0.001,0,0,0,0,0,STRONGSELL
1.3255,1.32811,1.31162,0.00009,0.00068,-0.0005,-39.95,-0.1,-0.0005,0,0,STRONGSELL
1.32424,1.32815,1.31229,0.00004,0.00067,0.0005,-20,0,0,-10,0,STRONGSELL
1.32273,1.32811,1.31296,-0.00004,0.00067,-0.0005,-40,0,0,0,0,WAIT
1.32042,1.32797,1.31361,-0.00014,0.00065,0.0037,-20,-0.1,-0.0005,-10,0,BUY
1.32027,1.32742,1.31418,-0.00055,0.00057,-0.0062,20,-0.2,0,0,0,STRONGBUY
1.32363,1.32663,1.31469,-0.00080,0.00050,0.0025,99.95,0.1,0.0005,10,20,SELL
1.32283,1.32617,1.31504,-0.00046,0.00035,0,-19.95,0,0,0,10,STRONGSELL
1.32417,1.32561,1.31538,-0.00056,0.00033,0.001,40,0,0.0005,0,10,STRONGSELL
1.32088,1.32512,1.31571,-0.00049,0.00033,-0.0005,-80,-0.1,0,-10,0,STRONGSELL
1.31813,1.32443,1.31602,-0.00068,0.00031,-0.0025,-40,0.1,0,0,-10,SELL
1.31783,1.32358,1.31631,-0.00085,0.00028,-0.00188,20,-0.1,-0.0005,0,-20,WAIT
1.31708,1.32282,1.31659,-0.00076,0.00029,0.00038,0,0.1,0,0,-10,STRONGSELL
1.31602,1.32215,1.31676,-0.00067,0.00017,0,0,-0.1,0,-10,0,WAIT
1.3186,1.32143,1.31698,-0.00072,0.00022,0.0025,79.95,0.1,0.0005,10,10,WAIT
1.31171,1.32088,1.31729,-0.00055,0.00031,0.0005,-139.95,0,-0.0005,-10,0,STRONGBUY
1.31512,1.31990,1.31747,-0.00098,0.00017,-0.0025,100,0,0.0005,10,20,SELL
1.3177,1.31924,1.31764,-0.00065,0.00017,0.002,60,0,0,0,10,STRONGSELL
1.31495,1.31889,1.31782,-0.00036,0.00018,0.0005,-60,0,0.0005,0,10,SELL
1.31358,1.31849,1.31804,-0.00039,0.00023,-0.002,-20,0,0,0,-10,BUY
1.31467,1.31802,1.31824,-0.00048,0.00020,0.0005,40,-0.1,0,0,-10,BUY
1.31364,1.31738,1.31846,-0.00064,0.00022,0.001,-20,0,0,0,0,STRONGBUY
1.31643,1.31672,1.31867,-0.00066,0.00021,0.0015,100,0,0.0005,0,10,BUY
1.3168,1.31617,1.31896,-0.00055,0.00029,0.0005,20,0.1,0,0,0,WAIT
1.3175,1.31588,1.31931,-0.00029,0.00035,0.0005,40,0.1,0.0005,0,20,STRONGSELL
1.31809,1.31583,1.31953,-0.00005,0.00022,-0.0005,20,0,0,10,10,STRONGSELL
1.31645,1.31585,1.31978,0.00002,0.00026,0,-60,-0.1,0,-10,0,STRONGSELL
1.31174,1.31580,1.31998,-0.00005,0.00019,-0.001,-160,0,0,-10,-30,STRONGSELL
1.31282,1.31550,1.32007,-0.00031,0.00009,-0.001,40,-0.1,-0.0005,10,-20,STRONGSELL
1.30799,1.31509,1.32017,-0.00041,0.00009,-0.001,-110,0,-0.0005,-10,-10,WAIT
1.30857,1.31482,1.32019,-0.00027,0.00003,-0.003,50,0,0,0,0,SELL
1.30885,1.31435,1.32020,-0.00047,0.00001,0.0015,20,0,0,0,-10,STRONGSELL
1.30872,1.31372,1.32019,-0.00063,-0.00001,0.0015,20,0,0,0,0,STRONGSELL
1.30727,1.31328,1.32011,-0.00045,-0.00008,-0.001,0,0,0,0,10,STRONGSELL
1.3009,1.31282,1.31999,-0.00045,-0.00011,0.001,-60,-0.1,-0.0005,-10,0,SELL
1.30154,1.31184,1.31965,-0.00098,-0.00034,-0.0055,40,0,0,0,0,STRONGSELL
1.29719,1.31098,1.31932,-0.00086,-0.00033,-0.001,-40,-0.1,-0.0005,0,-10,STRONGBUY
1.29794,1.30960,1.31876,-0.00137,-0.00056,0,40,0,0,0,0,STRONGBUY
1.29763,1.30826,1.31822,-0.00135,-0.00054,0.005,20,0.1,0,0,0,STRONGBUY
1.30883,1.30684,1.31768,-0.00142,-0.00054,0.007,140,0.2,0.001,20,30,STRONGBUY
1.31438,1.30617,1.31736,-0.00066,-0.00032,0.006,80,0.1,0.0015,10,30,STRONGBUY
1.3188,1.30603,1.31709,-0.00015,-0.00027,0.00275,40,0.1,0.001,10,20,BUY
1.32159,1.30653,1.31684,0.00050,-0.00025,0.005,20,0.1,0.001,0,-10,STRONGSELL
1.32066,1.30716,1.31667,0.00063,-0.00017,-0.005,-40,0.1,0.0005,0,0,STRONGSELL
1.32033,1.30806,1.31647,0.00090,-0.00020,0,-20,-0.1,0,0,-10,STRONGSELL
1.3145,1.30890,1.31625,0.00084,-0.00021,-0.00425,-60,-0.1,-0.0005,-10,-10,STRONGSELL
1.30708,1.30931,1.31593,0.00040,-0.00032,-0.006,-60,0,-0.001,-10,-20,BUY
1.30721,1.30919,1.31547,-0.00012,-0.00046,0.001,0,0,-0.001,0,-10,STRONGBUY
1.30854,1.30918,1.31505,0.00000,-0.00042,-0.0055,0,0,-0.0005,0,-10,STRONGBUY
1.30985,1.30973,1.31469,0.00055,-0.00036,0.0015,0,0,-0.0005,0,10,STRONGBUY
1.31333,1.31032,1.31436,0.00059,-0.00032,0.005,20,0.1,0,10,10,STRONGBUY
1.31859,1.31148,1.31410,0.00115,-0.00026,0.003,60,0,0.0005,0,20,STRONGBUY
1.32025,1.31295,1.31397,0.00148,-0.00014,0.0025,20,0,0.0005,10,20,STRONGBUY
1.33116,1.31457,1.31389,0.00162,-0.00008,0.01275,100,0.1,0.001,0,0,STRONGSELL
1.32571,1.31616,1.31406,0.00160,0.00017,-0.005,-100,-0.1,0.0005,0,-10,SELL
1.32503,1.31697,1.31416,0.00081,0.00011,-0.00875,0,0,0,0,-10,WAIT
1.32552,1.31742,1.31426,0.00045,0.00010,0.00375,-20,0,0,0,-20,WAIT
1.32432,1.31770,1.31429,0.00028,0.00004,nan,0,0,-0.0005,-10,-10,WAIT
1.32559,1.31796,1.31432,0.00026,0.00003,-0.001,0,0,-0.0005,10,0,SELL
1.32583,1.31833,1.31435,0.00038,0.00003,-0.001,0,0.2,0,0,0,WAIT
1.32356,1.31914,1.31445,0.00081,0.00010,-0.0025,-40,0,-0.0005,-10,0,STRONGBUY
1.32338,1.32032,1.31456,0.00118,0.00011,-0.00103,0,0,-0.0005,0,0,STRONGBUY
1.32599,1.32148,1.31467,0.00116,0.00011,0.00053,20,-0.1,0,10,0,STRONGBUY
1.32734,1.32272,1.31485,0.00125,0.00018,0.0005,20,0,0,0,30,BUY
1.32842,1.32397,1.31508,0.00125,0.00023,0.0015,40,0,0,0,10,WAIT
1.329,1.32505,1.31527,0.00108,0.00020,-0.001,0,0,0,0,10,STRONGSELL
1.32891,1.32579,1.31562,0.00074,0.00035,-0.0005,-20,0,0,0,0,STRONGSELL
1.32807,1.32641,1.31589,0.00062,0.00028,-0.0005,0,-0.2,0,0,0,STRONGSELL
1.32528,1.32619,1.31610,-0.00022,0.00021,0,-120,-0.1,-0.0005,-10,-20,WAIT
1.32251,1.32616,1.31631,-0.00003,0.00021,-0.002,-100,0,-0.0005,0,-30,STRONGBUY
1.32324,1.32598,1.31649,-0.00018,0.00018,-0.002,40,-0.2,0,0,-10,STRONGBUY
1.32437,1.32582,1.31666,-0.00016,0.00017,0.001,39.95,0,-0.0005,0,10,BUY
1.32648,1.32582,1.31687,0.00000,0.00021,0.0005,80.05,0.1,0.0005,0,20,SELL
1.32687,1.32588,1.31707,0.00006,0.00020,0.001,0,0,0,0,10,WAIT
1.32725,1.32596,1.31727,0.00007,0.00020,0,0,0,0,0,20,WAIT
1.32536,1.32622,1.31747,0.00026,0.00020,0.003,-80.05,0.1,0,0,-10,WAIT
1.32679,1.32636,1.31761,0.00014,0.00015,-0.0025,60.05,0,0.0005,0,-20,SELL
1.32629,1.32642,1.31782,0.00006,0.00021,-0.0015,-20,0,0,0,-20,STRONGSELL
1.32576,1.32635,1.31811,-0.00008,0.00029,-0.0005,0,-0.1,0,0,0,STRONGSELL
1.32556,1.32616,1.31837,-0.00019,0.00026,-0.001,0,0,0,0,-10,STRONGSELL
1.32244,1.32591,1.31872,-0.00025,0.00035,0,-140,-0.1,-0.0005,-10,0,STRONGSELL
1.31812,1.32545,1.31900,-0.00046,0.00028,0.0005,-50,0,-0.0005,-10,0,STRONGBUY
1.31754,1.32474,1.31919,-0.00071,0.00019,-0.0025,10,0,0,0,0,STRONGBUY
1.31924,1.32418,1.31936,-0.00055,0.00018,0.004,80,0.1,-0.0005,10,10,SELL
1.3223,1.32395,1.31960,-0.00023,0.00024,-0.0025,80,0.1,0.0005,0,10,STRONGSELL
1.32096,1.32388,1.32003,-0.00007,0.00043,0.0005,-20.05,-0.1,0,0,10,STRONGSELL
1.31709,1.32364,1.32042,-0.00024,0.00039,0.0005,-59.95,-0.1,0,-10,0,STRONGSELL
1.3165,1.32297,1.32082,-0.00067,0.00040,-0.00462,0,0,0,0,-10,STRONGSELL
1.30597,1.32223,1.32119,-0.00074,0.00037,0.00212,-90,-0.1,-0.0005,-10,-20,STRONGBUY
1.31115,1.32071,1.32135,-0.00152,0.00017,-0.003,70,-0.1,0,10,10,SELL
1.31343,1.31969,1.32140,-0.00101,0.00005,0.00079,60,0,0,10,10,STRONGBUY
1.31413,1.31874,1.32138,-0.00095,-0.00002,0.00121,19.95,0.1,0.0005,0,20,STRONGBUY
1.30983,1.31787,1.32129,-0.00087,-0.00009,0.0025,-59.95,0,0,-10,0,STRONGBUY
1.31823,1.31673,1.32105,-0.00114,-0.00024,0.00415,140,0.1,0.0005,10,10,WAIT
1.31998,1.31621,1.32100,-0.00052,-0.00005,0.00135,40,0,0.001,10,0,WAIT
1.32077,1.31603,1.32100,-0.00018,-0.00001,-0.0005,0,0.1,0.0005,0,10,STRONGSELL
1.31897,1.31622,1.32112,0.00019,0.00013,-0.0005,-20,0,0.0005,0,0,STRONGBUY
1.31936,1.31633,1.32136,0.00010,0.00024,-0.002,0,-0.1,0,0,0,SELL
1.3175,1.31633,1.32160,0.00001,0.00024,0.002,-20,0,0,-10,-20,BUY
1.32216,1.31599,1.32178,-0.00034,0.00018,0.002,80,0.1,0,10,0,SELL
1.31824,1.31608,1.32203,0.00009,0.00025,0,-80,0,0,-10,-20,WAIT
1.31939,1.31616,1.32213,0.00008,0.00010,-0.0045,20,0.1,-0.0005,10,0,WAIT
1.32019,1.31637,1.32214,0.00021,0.00002,0.00183,20,0.2,0,0,-10,BUY
1.31796,1.31738,1.32214,0.00102,0.00000,-0.00183,-60,0,-0.00025,-10,0,STRONGBUY
1.32017,1.31787,1.32188,0.00049,-0.00026,0.0015,40,-0.1,-0.00025,10,10,WAIT
1.32202,1.31835,1.32177,0.00048,-0.00011,0.0035,60,0.1,0.0005,0,0,STRONGSELL
1.32207,1.31891,1.32171,0.00056,-0.00006,-0.0025,20,0.1,0,0,10,STRONGSELL
1.32044,1.31979,1.32164,0.00087,-0.00007,-0.001,-100,-0.1,0,0,0,WAIT
1.31821,1.31994,1.32156,0.00016,-0.00008,-0.0015,-120,-0.1,-0.0005,-10,-10,STRONGBUY
1.31825,1.31982,1.32141,-0.00013,-0.00015,-0.002,20,0,0,0,-20,STRONGBUY
1.32052,1.31964,1.32126,-0.00018,-0.00015,0.0015,100,0.1,0,10,0,STRONGSELL
1.32217,1.31975,1.32120,0.00011,-0.00006,0.0035,80,0,0,0,20,STRONGSELL
1.32178,1.31995,1.32118,0.00020,-0.00002,-0.00025,-40,0,0,0,20,SELL
1.31578,1.32026,1.32109,0.00031,-0.00008,0.00275,-240,-0.1,-0.0005,-10,-20,SELL
1.31794,1.31980,1.32086,-0.00046,-0.00023,-0.0075,100,0,0,0,-20,STRONGSELL
1.31928,1.31978,1.32065,-0.00002,-0.00021,0.0005,40,0,0,0,0,STRONGSELL
1.31361,1.31977,1.32046,-0.00001,-0.00019,0.0005,-160,-0.1,-0.0005,0,0,STRONGSELL
1.30738,1.31930,1.32015,-0.00047,-0.00031,-0.001,-10,0,-0.0005,-10,-10,WAIT
1.30705,1.31854,1.31974,-0.00076,-0.00041,-0.0045,10,-0.1,-0.0005,0,-10,WAIT
1.30447,1.31761,1.31937,-0.00094,-0.00036,-0.0025,20,-0.1,-0.0005,0,0,SELL
1.3066,1.31635,1.31901,-0.00125,-0.00036,0.001,60,0,0,0,10,BUY
1.30706,1.31525,1.31868,-0.00110,-0.00033,0.0015,20,0,0.0005,0,0,STRONGSELL
1.30207,1.31429,1.31833,-0.00096,-0.00035,0.002,-20,0,0,0,10,WAIT
1.30796,1.31314,1.31784,-0.00115,-0.00049,0.0055,59.95,0.1,0.0005,10,10,STRONGSELL
1.29923,1.31241,1.31747,-0.00073,-0.00038,-0.004,-79.95,0,-0.0005,-10,-10,STRONGBUY
1.3028,1.31088,1.31691,-0.00152,-0.00056,-0.0035,60,-0.1,0.0005,0,10,STRONGBUY
1.3018,1.30950,1.31645,-0.00138,-0.00045,0.0015,-20,0,0.0005,0,-10,STRONGBUY
1.30429,1.30807,1.31595,-0.00143,-0.00050,0.0005,39.95,0,0,10,10,STRONGBUY
1.30889,1.30725,1.31551,-0.00082,-0.00044,0.005,100.05,0.1,0.001,0,20,BUY
1.31145,1.30661,1.31518,-0.00065,-0.00034,0.0025,60,0,0.0005,10,20,STRONGSELL
1.31183,1.30605,1.31489,-0.00056,-0.00028,0.002,20,0.1,0.0005,0,10,STRONGSELL
1.31013,1.30592,1.31468,-0.00013,-0.00021,-0.0015,-40,0.1,0,-10,-10,STRONGSELL
1.30696,1.30612,1.31452,0.00020,-0.00016,-0.0025,-80,0,0,0,-10,STRONGSELL
1.30657,1.30611,1.31431,-0.00001,-0.00021,-0.0035,0,0,0,0,-20,BUY
1.30416,1.30626,1.31406,0.00015,-0.00025,0.0015,-60.05,-0.1,-0.0005,0,-20,STRONGBUY
1.30315,1.30609,1.31370,-0.00017,-0.00036,0,0,0,-0.0005,0,0,STRONGBUY
1.3076,1.30581,1.31334,-0.00028,-0.00036,0,80.05,0.1,0,0,0,STRONGBUY
1.3127,1.30620,1.31315,0.00040,-0.00019,0.0065,100,0,0.0005,10,30,STRONGBUY
1.31298,1.30654,1.31307,0.00034,-0.00008,-0.0015,-20,0.1,0.0005,0,20,STRONGBUY
1.31415,1.30752,1.31321,0.00098,0.00014,-0.0005,0,0,0,0,10,BUY
1.31718,1.30833,1.31327,0.00081,0.00006,0.004,40,0,0.0005,0,0,SELL
1.31678,1.30943,1.31335,0.00110,0.00008,-0.002,-20,0,0,0,0,WAIT
1.31686,1.31032,1.31340,0.00089,0.00005,-0.0005,-20,-0.1,0,0,-10,WAIT
1.31551,1.31089,1.31354,0.00057,0.00014,-0.0015,-40,0,0,0,-10,WAIT
1.31765,1.31118,1.31349,0.00029,-0.00005,-0.0005,20,-0.1,0,0,0,STRONGSELL
1.31687,1.31160,1.31344,0.00042,-0.00005,-0.0005,-20,0,-0.0005,0,0,STRONGSELL
1.31622,1.31208,1.31336,0.00048,-0.00008,0.001,-20,0.2,-0.0005,0,0,STRONGSELL
1.31268,1.31274,1.31331,0.00066,-0.00005,-0.0025,-60,-0.1,-0.0005,-10,-20,STRONGSELL
1.30813,1.31318,1.31317,0.00044,-0.00013,-0.003,-100,-0.1,-0.0005,0,-20,BUY
1.30738,1.31346,1.31299,0.00028,-0.00019,-0.00353,-40,0,-0.0005,0,-10,WAIT
1.30774,1.31376,1.31269,0.00030,-0.00030,0.00027,20,0,-0.0005,0,0,STRONGSELL
1.30945,1.31377,1.31248,0.00001,-0.00021,0.00176,40,-0.1,0,0,0,STRONGSELL
1.30809,1.31354,1.31228,-0.00023,-0.00020,0.003,0,0.1,0,0,10,STRONGSELL
1.30469,1.31319,1.31204,-0.00035,-0.00024,-0.0025,-40,-0.1,0,-10,0,WAIT
1.30141,1.31252,1.31178,-0.00068,-0.00027,-0.00252,-20,-0.2,-0.0005,0,0,STRONGBUY
1.30326,1.31139,1.31140,-0.00113,-0.00038,-0.00048,40,0,0,0,0,BUY
1.3047,1.31042,1.31102,-0.00097,-0.00038,0.002,40,0.1,0.0005,10,10,BUY
1.3065,1.30956,1.31068,-0.00087,-0.00035,0.002,40,0,0.0005,0,10,WAIT
1.30541,1.30891,1.31040,-0.00064,-0.00028,0,-20.05,0,0,0,20,WAIT
nan,1.30804,1.31014,-0.00087,-0.00026,-0.0005,20.05,0,0.0005,0,10,WAIT
1.30585,1.30725,1.30989,-0.00079,-0.00025,0.0005,0,0,0,0,0,BUY
1.30573,1.30651,1.30960,-0.00074,-0.00029,0.001,20,0.1,0.0005,0,0,STRONGBUY
nan,1.30602,1.30927,-0.00050,-0.00033,-0.0005,20,0.1,0,0,-10,WAIT
1.30736,1.30588,1.30896,-0.00014,-0.00031,0.001,60,0,0,0,10,STRONGSELL
1.31084,1.30588,1.30879,0.00000,-0.00017,0.0035,120,0.1,0.0005,10,10,STRONGSELL
1.30558,1.30610,1.30865,0.00022,-0.00014,-0.0005,-200,-0.1,0,-10,-30,WAIT
nan,1.30582,1.30838,-0.00028,-0.00027,-0.004,-80,0,-0.0005,0,-20,BUY
1.30484,1.30549,1.30817,-0.00033,-0.00020,-0.0005,60,0.1,0,0,-20,BUY
1.30486,1.30550,1.30812,0.00001,-0.00005,0,-20.05,0.1,0,0,0,BUY
1.30574,1.30575,1.30808,0.00025,-0.00004,0.0005,40.05,0,0,0,10,STRONGBUY
1.30644,1.30592,1.30810,0.00018,0.00003,0.002,40,0,0,0,10,BUY
1.30747,1.30605,1.30810,0.00012,0.00000,0.0035,60,0.1,0,10,10,BUY
1.31115,1.30612,1.30811,0.00007,0.00001,-0.001,100,-0.1,0.0005,0,20,WAIT
1.30866,1.30653,1.30829,0.00041,0.00018,0,-120,0,0,0,0,WAIT
1.30964,1.30673,1.30830,0.00020,0.00001,-0.002,20,0.1,0,0,0,SELL
1.31056,1.30700,1.30851,0.00027,0.00021,0,20,0,0,0,0,STRONGSELL
1.30784,1.30734,1.30867,0.00034,0.00016,0,-100,-0.1,0,-10,-10,SELL
1.30774,1.30746,1.30879,0.00012,0.00012,-0.0005,0,0,-0.00025,0,-10,SELL
1.30662,1.30749,1.30886,0.00003,0.00007,-0.0005,-40,-0.1,-0.00025,0,-20,WAIT
1.30509,1.30718,1.30881,-0.00030,-0.00005,-0.002,-40,0,-0.0005,0,-10,BUY
1.30593,1.30715,1.30869,-0.00004,-0.00013,-0.001,19.95,0,0,0,0,STRONGBUY
1.30731,1.30733,1.30857,0.00018,-0.00012,0.002,40.05,0.1,0,0,10,BUY
1.30696,1.30750,1.30851,0.00018,-0.00006,-0.0005,-20,-0.1,0,0,10,WAIT
1.312,1.30765,1.30851,0.00015,0.00000,0.0045,180,0.1,0.0005,10,30,SELL
1.30868,1.30810,1.30862,0.00045,0.00011,0.0005,-140,0,0,0,0,WAIT
1.30696,1.30826,1.30871,0.00016,0.00009,-0.00375,-60.05,-0.1,0,-10,-10,BUY
1.30902,1.30822,1.30879,-0.00004,0.00008,-0.00025,100.05,0,0,10,-20,BUY
1.30931,1.30807,1.30881,-0.00015,0.00003,0.001,0,0,0,0,0,BUY
1.30987,1.30812,1.30875,0.00005,-0.00007,0,20,0,0,0,10,WAIT
1.31134,1.30814,1.30868,0.00002,-0.00006,0.0005,60,0,0,0,10,SELL
1.31073,1.30819,1.30863,0.00006,-0.00006,0,-40,0.2,0,0,20,SELL
1.30966,1.30840,1.30850,0.00021,-0.00013,-0.001,-40,-0.1,0,0,0,WAIT
1.30986,1.30853,1.30836,0.00014,-0.00014,-0.001,0,0.1,0,0,-10,STRONGSELL
1.30888,1.30877,1.30822,0.00023,-0.00014,0,-60,0,0,0,-20,STRONGSELL
1.30875,1.30904,1.30808,0.00027,-0.00013,0,-20,-0.1,-0.0005,0,-10,STRONGSELL
1.30624,1.30924,1.30791,0.00020,-0.00018,0,-120,-0.1,0,-10,-10,SELL
1.30511,1.30916,1.30769,-0.00008,-0.00021,-0.0015,-40,0,-0.0005,0,0,WAIT
1.30455,1.30903,1.30747,-0.00013,-0.00022,-0.001,20,-0.2,0,-10,-10,WAIT
1.30423,1.30850,1.30731,-0.00053,-0.00016,0,40,-0.1,0,0,0,WAIT
1.30584,1.30818,1.30723,-0.00032,-0.00008,0.0005,60,0.1,0,10,10,SELL
1.30409,1.30810,1.30720,-0.00008,-0.00003,0.001,-40,0,0,0,0,WAIT
1.3039,1.30775,1.30713,-0.00035,-0.00007,0,20,-0.1,0,-10,10,WAIT
1.30361,1.30736,1.30702,-0.00039,-0.00011,-0.00025,0,0,0,0,-10,WAIT
1.30386,1.30691,1.30693,-0.00045,-0.00009,-0.00075,20,-0.1,0,10,0,SELL
1.30428,1.30638,1.30691,-0.00053,-0.00002,0,19.95,0,0.0005,0,0,STRONGSELL
1.3044,1.30592,1.30697,-0.00046,0.00006,0.0005,0,0,0,0,10,STRONGSELL
1.30208,1.30554,1.30699,-0.00038,0.00002,0.001,-79.95,0,0,-10,0,STRONGSELL
1.30042,1.30499,1.30694,-0.00056,-0.00005,-0.0025,-70,0,0,0,-10,SELL
1.29802,1.30438,1.30682,-0.00060,-0.00012,0.001,0,0,-0.0005,-10,-10,BUY
1.29867,1.30362,nan,-0.00077,-0.00015,-0.00229,50,0,0,10,0,BUY
1.29909,1.30308,1.30652,-0.00054,-0.00014,0.00079,40,0.1,0,0,0,WAIT
1.30005,1.30265,1.30639,-0.00043,-0.00014,0.001,40,0,0,0,10,WAIT
1.29987,1.30232,1.30628,-0.00032,-0.00011,0,0,0.1,0.0005,0,10,SELL
1.29945,1.30201,1.30615,-0.00031,-0.00013,0.001,0,0,0,0,20,WAIT
1.29978,1.30156,1.30599,-0.00046,-0.00016,0,19.95,-0.1,0,0,0,WAIT
1.29809,1.30125,1.30577,-0.00031,-0.00022,0,-39.95,0,0,0,-20,WAIT
1.29868,1.30083,1.30562,-0.00042,-0.00015,0,20,0,0,0,-10,WAIT
1.2993,1.30048,1.30552,-0.00035,-0.00010,0,40,0,0.0005,0,0,WAIT
1.29897,1.30016,1.30541,-0.00033,-0.00011,0.0005,-20.05,0,0,0,10,SELL
1.2978,1.29978,1.30530,-0.00038,-0.00012,-0.0005,-79.95,0,0,0,0,WAIT
1.29839,1.29931,1.30514,-0.00047,-0.00016,0,60,0,0,0,-10,WAIT
1.29785,1.29904,1.30498,-0.00026,-0.00016,0,-40,0,0,0,-10,BUY
